First,Last,01/01/2000,8/12/2022,CareUser,M,
('24', 'micha6_001', '5084', 'WIS1', '1', '6.12', '3', 'LWR_pic_2-02', '2022-08-12')
('24', 'micha6_001', '5084', 'WIS2', '0', '11.283', '3', 'LWR_pic_5-03', '2022-08-12')
